1990;0.246;0.01
1990;0.193;0.04
1990;0.2;0.06
1990;0.204;0.04
1990;0.232;0.01
1990;0.241;0.06
1990;0.25;0.03
1990;0.291;0.06
1990;0.298;0.05
1990;0.298;0.32
1990;0.299;0.01
1990;0.31;0.03
1990;0.316;0.05
1990;0.317;0.11
1990;0.34;0.06
1990;0.352;0.05
1990;0.353;0.06
1990;0.365;0.18
1990;0.368;0.04
1990;0.368;0.12
1990;0.394;0.19
1990;0.397;0.08
1990;0.399;0.22
1990;0.41;0.16
1990;0.418;0.16
1990;0.425;0.33
1990;0.427;0.11
1990;0.435;0.38
1990;0.456;0.17
1990;0.462;0.5
1990;0.47;0.06
1990;0.473;0.51
1990;0.481;0.09
1990;0.489;0.53
1990;0.49;0.28
1990;0.497;0.63
1990;0.513;0.6
1990;0.524;0.42
1990;0.526;0.18
1990;0.54;0.26
1990;0.542;0.6
1990;0.551;0.67
1990;0.558;0.76
1990;0.564;0.32
1990;0.566;0.29
1990;0.571;0.25
1990;0.572;0.3
1990;0.577;0.72
1990;0.583;0.12
1990;0.591;0.94
1990;0.594;0.22
1990;0.594;0.77
1990;0.6;0.78
1990;0.612;0.55
1990;0.615;0.56
1990;0.618;0.99
1990;0.624;0.57
1990;0.631;0.76
1990;0.636;0.59
1990;0.637;0.62
1990;0.649;0.75
1990;0.651;0.45
1990;0.656;0.83
1990;0.66;0.8
1990;0.676;0.72
1990;0.686;0.9
1990;0.693;0.58
1990;0.697;0.87
1990;0.698;0.86
1990;0.698;0.88
1990;0.7;0.53
1990;0.706;0.87
1990;0.708;0.89
1990;0.717;0.81
1990;0.721;0.39
1990;0.747;1
1990;0.749;0.99
1990;0.753;1
1990;0.764;0.99
1990;0.766;0.95
1990;0.777;0.99
1990;0.778;1
1990;0.782;0.96
1990;0.788;1
1990;0.79;1
1990;0.794;0.94
1990;0.795;0.99
1990;0.802;1
1990;0.807;1
1990;0.809;1
1990;0.811;1
1990;0.816;1
1990;0.827;0.94
1990;0.828;1
1990;0.833;1
1990;0.835;1
1990;0.844;1
